OCCUPATION,Current monthly rent,How long have you stayed at this PG? (in months),"Overall, how would you rate the physical amenities (room, furniture, Wi-Fi, food) at this PG?",How would you rate the security of the PG?,"When you last raised a complaint, how long did it take to resolve?",How many complaints have you raised in the last 3 months?,Is your security deposit fully refundable based on what you've seen/heard from others who left?,Do you feel your rent is fair compared to similar PGs nearby?,"Overall, how satisfied are you with this PG?",Do you intend to renew/continue your stay at this PG beyond your current term?,What's the single biggest reason for your answer above?
WORKING PROFESSIONAL,18000,19.3,4,4,no complaints raised,3,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,7500,27.6,5,5,same day,3,"Yes, straightforward",overpriced,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,21.6,2,3,same day,2,"Yes, straightforward",fair,2,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,13.2,5,3,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,30.1,4,3,no complaints raised,0,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,7000,21.5,4,4,same day,1,"Yes, straightforward",overpriced,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,13500,2.3,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,1.9,4,3,few days,1,Not sure,fair,4,Maybe,The facilities are acceptable but there are some issues.
STUDENT,18000,18.6,4,4,same day,0,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,29.7,4,4,few days,1,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,13500,36.0,5,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,8000,1.0,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,16.8,3,4,few days,4,"Yes, straightforward",underpriced,3,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,18000,23.6,3,4,same day,3,"Yes, straightforward",fair,3,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,18000,20.8,3,4,few days,0,"Yes, straightforward",overpriced,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,31.2,4,3,no complaints raised,2,"Yes, straightforward",fair,4,No,The amenities need improvement.
WORKING PROFESSIONAL,5000,26.0,4,5,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,18000,1.9,5,3,no complaints raised,0,Disputes are common,fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,1.5,3,3,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,21.0,5,4,no complaints raised,2,Not sure,fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
STUDENT,17000,31.0,2,4,same day,0,Not sure,fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,18.5,4,4,few days,0,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,18000,1.0,4,3,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,14000,1.0,4,5,same day,2,Not sure,underpriced,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,12500,26.6,4,5,same day,1,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5500,11.3,4,4,no complaints raised,2,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,18.1,3,4,no complaints raised,1,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,15000,32.1,5,3,same day,1,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
STUDENT,5000,1.0,4,4,same day,1,"Yes, straightforward",fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,10.3,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,9500,8.7,4,4,same day,0,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,21.6,4,4,few days,1,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,27.8,4,4,no complaints raised,2,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,1.0,5,3,few days,2,"Yes, straightforward",underpriced,4,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,8500,16.3,3,4,over a week,2,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,29.2,3,3,same day,0,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,14500,1.0,4,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,15.5,4,4,same day,1,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,1.0,4,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,7.0,4,5,same day,1,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,10000,1.0,5,4,same day,2,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,36.0,4,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,16000,11.2,3,5,few days,3,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,4.6,3,3,same day,0,"Yes, straightforward",fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,21.2,4,3,no complaints raised,0,Not sure,fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,11500,1.1,3,4,same day,1,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,1.0,4,5,same day,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,18000,36.0,4,3,over a week,1,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,36.0,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,7.7,4,4,no complaints raised,1,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,12500,32.1,3,4,no complaints raised,2,Disputes are common,fair,4,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,18000,21.6,3,3,same day,0,Disputes are common,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,13000,1.0,3,3,same day,2,"Yes, straightforward",fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,2.8,5,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,14000,36.0,5,4,few days,1,Not sure,fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,13500,1.0,3,5,few days,3,"Yes, straightforward",underpriced,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,17500,36.0,4,4,no complaints raised,2,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,8500,8.0,3,3,no complaints raised,0,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,36.0,4,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,11.9,4,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,28.2,4,4,few days,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,36.0,5,3,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,7500,36.0,3,4,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,13500,7.8,4,4,no complaints raised,0,Disputes are common,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,17500,3.8,3,4,same day,0,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,17500,15.2,4,4,over a week,0,"Yes, straightforward",fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,5000,1.0,4,3,few days,1,"Yes, straightforward",fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,18000,19.9,4,5,never resolved,4,"Yes, straightforward",fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,14000,4.4,4,4,same day,2,"Yes, straightforward",fair,4,No,The overall facilities do not justify the rent.
STUDENT,5000,32.3,4,2,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,8.0,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,6000,1.0,4,2,same day,1,Not sure,overpriced,4,No,The rent is high compared with other PGs nearby.
WORKING PROFESSIONAL,5000,36.0,4,5,few days,0,Not sure,fair,5,Yes,The PG is comfortable and well maintained.
STUDENT,18000,19.1,4,4,no complaints raised,1,"Yes, straightforward",underpriced,5,Maybe,"The location is good, but the rent could be better."
STUDENT,18000,16.8,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,16000,32.5,5,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,7500,29.2,5,5,over a week,3,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,8000,5.2,3,4,no complaints raised,2,"Yes, straightforward",underpriced,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,9.8,4,4,never resolved,1,"Yes, straightforward",fair,3,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,18000,1.0,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,1.0,5,2,no complaints raised,1,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,24.9,4,5,no complaints raised,0,Not sure,fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,22.2,4,5,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,27.6,4,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,35.2,4,4,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,7000,27.8,5,5,few days,2,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,29.1,4,4,few days,0,Not sure,overpriced,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,1.0,5,4,no complaints raised,1,Not sure,fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,11.9,4,4,same day,1,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,30.6,4,3,never resolved,2,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,1.0,5,4,same day,3,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,17.8,5,4,no complaints raised,0,"Yes, straightforward",fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,9000,24.0,3,3,no complaints raised,1,Not sure,fair,3,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,22.9,4,4,same day,1,Not sure,fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,21.8,4,4,few days,2,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,25.2,4,4,no complaints raised,0,"Yes, straightforward",fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,13500,19.1,4,4,same day,1,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,1.0,4,3,same day,0,"Yes, straightforward",fair,3,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,14000,23.9,2,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,20.6,3,4,no complaints raised,0,Not sure,fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,11500,1.0,5,5,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,36.0,4,4,no complaints raised,0,"Yes, straightforward",fair,3,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,24.2,4,4,same day,1,Not sure,underpriced,4,Maybe,"The facilities are decent, although maintenance can improve."
STUDENT,6500,1.0,4,3,no complaints raised,2,Disputes are common,fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,4.4,3,3,same day,1,Not sure,fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,8.1,4,3,no complaints raised,2,Not sure,fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,8.1,4,4,few days,2,"Yes, straightforward",fair,4,No,The overall facilities do not justify the rent.
STUDENT,18000,20.7,4,3,same day,1,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,9500,2.1,5,4,same day,3,"Yes, straightforward",fair,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,5000,33.0,4,4,same day,1,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,6500,31.8,5,4,few days,1,"Yes, straightforward",overpriced,4,No,I found better accommodation options nearby.
WORKING PROFESSIONAL,18000,25.5,3,3,same day,2,"Yes, straightforward",fair,3,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,17.1,4,5,no complaints raised,3,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,12000,30.2,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,12.4,4,5,same day,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,11500,5.8,4,3,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,13500,33.9,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,21.1,5,4,no complaints raised,1,"Yes, straightforward",fair,4,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,11500,6.4,3,5,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,10.3,4,5,no complaints raised,0,Not sure,fair,5,Yes,The rent is reasonable and the facilities are good.
